GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
scaffold,edu.ucsb.cs.scaffold.utilities,CanonicalFormConverter,0,15,0,0,0,3,0,3,0,3
scaffold,edu.ucsb.cs.scaffold.enums,RosterStatus,0,21,0,0,0,4,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.enums,School,0,71,0,6,0,17,0,6,0,3
scaffold,edu.ucsb.cs.scaffold.enums,InsertStatus,0,21,0,0,0,4,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.enums,CourseOptions,0,15,0,0,0,3,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.services,MarkdownService.new AbstractVisitor() {...},0,51,0,4,0,17,0,7,0,5
scaffold,edu.ucsb.cs.scaffold.services,SystemInfoService,0,3,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.services,UpdateUserService,0,139,0,12,0,36,0,13,0,7
scaffold,edu.ucsb.cs.scaffold.services,SystemInfoServiceImpl,0,58,0,4,0,15,0,5,0,3
scaffold,edu.ucsb.cs.scaffold.services,CurrentUserService,0,10,0,2,0,2,0,3,0,2
scaffold,edu.ucsb.cs.scaffold.services,MarkdownService,0,255,0,8,0,28,0,9,0,5
scaffold,edu.ucsb.cs.scaffold.jobs,UpdateAllJob,0,12,0,0,0,5,0,2,0,2
scaffold,edu.ucsb.cs.scaffold.jobs,TestJob,0,19,0,2,0,6,0,2,0,1
scaffold,edu.ucsb.cs.scaffold.interceptors,RoleUpdateInterceptor,0,101,0,12,0,24,0,9,0,3
scaffold,edu.ucsb.cs.scaffold.model,UpsertResponse,0,12,0,0,0,2,0,2,0,2
scaffold,edu.ucsb.cs.scaffold.model,LoadResult,0,15,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.model,RosterStudentDTO,0,58,0,2,0,12,0,3,0,2
scaffold,edu.ucsb.cs.scaffold.services.jobs,JobService,0,111,0,2,0,33,0,8,0,7
scaffold,edu.ucsb.cs.scaffold.services.jobs,JobContextConsumer,0,2,0,0,0,1,0,1,0,1
scaffold,edu.ucsb.cs.scaffold.services.jobs,JobContext,0,48,0,4,0,6,0,4,0,2
scaffold,edu.ucsb.cs.scaffold.services.jobs,JobContextFactory,0,13,0,0,0,4,0,2,0,2
scaffold,edu.ucsb.cs.scaffold.startup,ScaffoldApplicationRunner,0,14,0,0,0,5,0,3,0,3
scaffold,edu.ucsb.cs.scaffold.startup,ScaffoldStartup,0,239,0,30,0,71,0,25,0,10
scaffold,edu.ucsb.cs.scaffold.startup,WiremockApplicationRunner,0,17,0,0,0,6,0,3,0,3
